2026-03-28 09:38:09,575 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 09:38:09,575'
2026-03-28 09:48:57,058 - DEBUG - Request: GET /static/natural/js/loader.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:48:57,058'
2026-03-28 09:48:57,517 - DEBUG - Request: GET /static/natural/js/app/app.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:48:57,517'
2026-03-28 09:48:57,670 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/alert.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:48:57,670'
2026-03-28 09:48:57,682 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/validator.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:48:57,682'
2026-03-28 09:48:57,782 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/anima.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:48:57,782'
2026-03-28 09:48:57,855 - DEBUG - Request: GET /static/natural/js/shorturl/login/userlog.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:48:57,855'
2026-03-28 09:48:57,896 - DEBUG - Request: GET /static/natural/js/shorturl/landingpg/land.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:48:57,896'
2026-03-28 09:48:58,048 - DEBUG - Request: GET /static/natural/js/api.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:48:58,048'
2026-03-28 09:49:00,016 - DEBUG - Request: GET /dashboard.html from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:49:00,016'
2026-03-28 09:49:21,608 - DEBUG - Request: GET /dashboard.html from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:49:21,608'
2026-03-28 09:51:36,832 - DEBUG - Request: GET /dashboard.html from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:51:36,832'
2026-03-28 09:51:39,865 - DEBUG - Request: GET /login from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:51:39,865'
2026-03-28 09:51:41,369 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:51:41,369'
2026-03-28 09:51:41,534 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/css/all.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:51:41,534'
2026-03-28 09:51:42,257 - DEBUG - Request: GET /static/natural/css/style.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:51:42,257'
2026-03-28 09:51:42,380 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/js/bootstrap.bundle.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:51:42,380'
2026-03-28 09:51:42,758 - DEBUG - Request: GET /static/natural/js/loader.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:51:42,758'
2026-03-28 09:51:44,772 - DEBUG - Request: GET /static/natural/js/app/app.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:51:44,772'
2026-03-28 09:51:45,646 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/alert.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:51:45,646'
2026-03-28 09:51:46,256 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/validator.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:51:46,256'
2026-03-28 09:51:46,596 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/anima.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:51:46,596'
2026-03-28 09:51:46,678 - DEBUG - Request: GET /static/natural/js/shorturl/login/userlog.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:51:46,678'
2026-03-28 09:51:46,807 - DEBUG - Request: GET /static/natural/js/shorturl/landingpg/land.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:51:46,807'
2026-03-28 09:51:48,571 - DEBUG - Request: GET /static/natural/js/api.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:51:48,571'
2026-03-28 09:51:51,441 - DEBUG - Request: GET /dashboard.html from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:51:51,441'
2026-03-28 09:52:02,772 - DEBUG - Request: GET /login from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:02,772'
2026-03-28 09:52:04,065 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:04,065'
2026-03-28 09:52:04,096 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/css/all.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:04,096'
2026-03-28 09:52:05,051 - DEBUG - Request: GET /static/natural/css/style.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:05,051'
2026-03-28 09:52:05,739 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/js/bootstrap.bundle.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:05,739'
2026-03-28 09:52:06,170 - DEBUG - Request: GET /static/natural/js/loader.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:06,170'
2026-03-28 09:52:08,177 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/alert.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:08,177'
2026-03-28 09:52:08,483 - DEBUG - Request: GET /static/natural/js/app/app.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:08,483'
2026-03-28 09:52:09,509 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/validator.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:09,509'
2026-03-28 09:52:09,531 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/anima.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:09,531'
2026-03-28 09:52:09,663 - DEBUG - Request: GET /static/natural/js/shorturl/login/userlog.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:09,663'
2026-03-28 09:52:09,857 - DEBUG - Request: GET /static/natural/js/shorturl/landingpg/land.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:09,857'
2026-03-28 09:52:17,225 - DEBUG - Request: GET /login from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:17,225'
2026-03-28 09:52:19,384 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:19,384'
2026-03-28 09:52:19,456 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/css/all.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:19,456'
2026-03-28 09:52:19,905 - DEBUG - Request: GET /static/natural/css/style.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:19,905'
2026-03-28 09:52:20,135 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/js/bootstrap.bundle.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:20,135'
2026-03-28 09:52:20,391 - DEBUG - Request: GET /static/natural/js/loader.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:20,391'
2026-03-28 09:52:22,050 - DEBUG - Request: GET /static/natural/js/app/app.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:22,050'
2026-03-28 09:52:22,243 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/alert.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:22,243'
2026-03-28 09:52:22,458 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/validator.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:22,458'
2026-03-28 09:52:22,580 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/anima.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:22,580'
2026-03-28 09:52:23,613 - DEBUG - Request: GET /static/natural/js/shorturl/login/userlog.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:23,613'
2026-03-28 09:52:26,136 - DEBUG - Request: GET /static/natural/js/shorturl/landingpg/land.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:26,136'
2026-03-28 09:52:26,893 - DEBUG - Request: GET /static/natural/js/api.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:26,893'
2026-03-28 09:52:27,899 - DEBUG - Request: GET /dashboard.html from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:27,899'
2026-03-28 09:52:34,814 - DEBUG - Request: GET / from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:34,814'
2026-03-28 09:52:35,622 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:35,622'
2026-03-28 09:52:36,050 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/css/all.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:36,050'
2026-03-28 09:52:37,170 - DEBUG - Request: GET /static/natural/css/style.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:37,170'
2026-03-28 09:52:37,583 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/js/bootstrap.bundle.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:37,583'
2026-03-28 09:52:38,599 - DEBUG - Request: GET /static/natural/js/loader.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:38,599'
2026-03-28 09:52:40,035 - DEBUG - Request: GET /static/natural/js/app/app.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:40,035'
2026-03-28 09:52:40,147 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/alert.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:40,147'
2026-03-28 09:52:40,155 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/validator.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:40,155'
2026-03-28 09:52:40,163 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/anima.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:40,163'
2026-03-28 09:52:40,527 - DEBUG - Request: GET /static/natural/js/shorturl/login/userlog.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:40,527'
2026-03-28 09:52:40,699 - DEBUG - Request: GET /static/natural/js/shorturl/landingpg/land.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:40,699'
2026-03-28 09:52:40,963 - DEBUG - Request: GET /static/natural/js/api.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:40,963'
2026-03-28 09:52:41,740 - DEBUG - Request: GET /dashboard.html from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:41,740'
2026-03-28 09:52:46,268 - DEBUG - Request: GET / from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:46,268'
2026-03-28 09:52:50,317 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:50,317'
2026-03-28 09:52:51,535 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/css/all.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:51,535'
2026-03-28 09:52:53,683 - DEBUG - Request: GET /static/natural/css/style.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:53,683'
2026-03-28 09:52:55,969 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/js/bootstrap.bundle.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:55,969'
2026-03-28 09:52:57,077 - DEBUG - Request: GET /static/natural/js/loader.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:52:57,077'
2026-03-28 09:53:01,352 - DEBUG - Request: GET /static/natural/js/app/app.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:53:01,352'
2026-03-28 09:53:01,437 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/alert.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:53:01,437'
2026-03-28 09:53:02,030 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/anima.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:53:02,030'
2026-03-28 09:53:02,474 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/validator.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:53:02,474'
2026-03-28 09:53:03,440 - DEBUG - Request: GET /static/natural/js/shorturl/login/userlog.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:53:03,440'
2026-03-28 09:53:04,019 - DEBUG - Request: GET /static/natural/js/shorturl/landingpg/land.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:53:04,019'
2026-03-28 09:53:09,757 - DEBUG - Request: GET /static/natural/js/api.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:53:09,757'
2026-03-28 09:53:13,235 - DEBUG - Request: GET /dashboard.html from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:53:13,235'
2026-03-28 09:53:28,210 - DEBUG - Request: GET / from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:53:28,210'
2026-03-28 09:53:29,634 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:53:29,634'
2026-03-28 09:53:29,722 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/css/all.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:53:29,722'
2026-03-28 09:53:30,174 - DEBUG - Request: GET /static/natural/css/style.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:53:30,174'
2026-03-28 09:53:30,355 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/js/bootstrap.bundle.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:53:30,355'
2026-03-28 09:53:30,467 - DEBUG - Request: GET /static/natural/js/loader.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:53:30,467'
2026-03-28 09:53:31,191 - DEBUG - Request: GET /static/natural/js/app/app.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:53:31,191'
2026-03-28 09:53:31,259 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/alert.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:53:31,259'
2026-03-28 09:53:31,489 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/validator.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:53:31,489'
2026-03-28 09:53:31,849 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/anima.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:53:31,849'
2026-03-28 09:53:31,973 - DEBUG - Request: GET /static/natural/js/shorturl/login/userlog.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:53:31,973'
2026-03-28 09:53:32,254 - DEBUG - Request: GET /static/natural/js/shorturl/landingpg/land.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:53:32,254'
2026-03-28 09:53:32,452 - DEBUG - Request: GET /static/natural/js/api.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:53:32,452'
2026-03-28 09:57:27,088 - DEBUG - Request: GET / from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:57:27,088'
2026-03-28 09:57:28,361 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/css/all.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:57:28,361'
2026-03-28 09:57:28,653 - DEBUG - Request: GET /static/natural/css/style.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:57:28,653'
2026-03-28 09:57:29,002 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:57:29,002'
2026-03-28 09:57:29,542 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/js/bootstrap.bundle.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:57:29,542'
2026-03-28 09:57:29,966 - DEBUG - Request: GET /static/natural/js/loader.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:57:29,966'
2026-03-28 09:57:30,926 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/alert.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:57:30,926'
2026-03-28 09:57:31,090 - DEBUG - Request: GET /static/natural/js/app/app.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:57:31,090'
2026-03-28 09:57:31,350 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/validator.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:57:31,350'
2026-03-28 09:57:31,858 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/anima.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:57:31,858'
2026-03-28 09:57:32,246 - DEBUG - Request: GET /static/natural/js/shorturl/login/userlog.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:57:32,246'
2026-03-28 09:57:32,595 - DEBUG - Request: GET /static/natural/js/shorturl/landingpg/land.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:57:32,595'
2026-03-28 09:57:33,011 - DEBUG - Request: GET /static/natural/js/api.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:57:33,011'
2026-03-28 09:57:34,810 - DEBUG - Request: GET /favicon.ico from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:57:34,810'
2026-03-28 09:59:38,707 - DEBUG - Request: GET /login from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:59:38,707'
2026-03-28 09:59:40,028 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:59:40,028'
2026-03-28 09:59:40,079 - DEBUG - Request: GET /static/natural/js/loader.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:59:40,079'
2026-03-28 09:59:40,433 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/css/all.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:59:40,433'
2026-03-28 09:59:40,567 - DEBUG - Request: GET /static/natural/css/style.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:59:40,567'
2026-03-28 09:59:40,640 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/js/bootstrap.bundle.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:59:40,640'
2026-03-28 09:59:40,845 - DEBUG - Request: GET /static/natural/js/app/app.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:59:40,845'
2026-03-28 09:59:41,181 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/alert.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:59:41,181'
2026-03-28 09:59:41,531 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/validator.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:59:41,531'
2026-03-28 09:59:41,927 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/anima.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:59:41,927'
2026-03-28 09:59:41,948 - DEBUG - Request: GET /static/natural/js/shorturl/login/userlog.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:59:41,948'
2026-03-28 09:59:42,153 - DEBUG - Request: GET /static/natural/js/shorturl/landingpg/land.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:59:42,153'
2026-03-28 09:59:42,416 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/webfonts/fa-regular-400.woff2 from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:59:42,416'
2026-03-28 09:59:42,520 - DEBUG - Request: GET /static/natural/js/api.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:59:42,520'
2026-03-28 09:59:51,548 - DEBUG - Request: GET /login from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:59:51,548'
2026-03-28 09:59:52,691 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:59:52,691'
2026-03-28 09:59:52,699 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/css/all.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:59:52,699'
2026-03-28 09:59:52,814 - DEBUG - Request: GET /static/natural/css/style.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:59:52,814'
2026-03-28 09:59:53,019 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/js/bootstrap.bundle.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:59:53,019'
2026-03-28 09:59:53,510 - DEBUG - Request: GET /static/natural/js/loader.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:59:53,510'
2026-03-28 09:59:53,889 - DEBUG - Request: GET /static/natural/js/app/app.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:59:53,889'
2026-03-28 09:59:54,001 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/alert.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:59:54,001'
2026-03-28 09:59:54,156 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/validator.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 09:59:54,156'
